starttime	seconds	ctime	dtime	ttime	wait
Fri Aug 09 09:11:42 2024	1723187502	1	809	809	807
Fri Aug 09 09:11:44 2024	1723187504	0	809	809	765
Fri Aug 09 09:11:39 2024	1723187499	0	811	811	810
Fri Aug 09 09:11:30 2024	1723187490	1	810	811	730
Fri Aug 09 09:11:35 2024	1723187495	0	812	812	803
Fri Aug 09 09:11:41 2024	1723187501	0	813	813	595
Fri Aug 09 09:11:48 2024	1723187508	0	813	814	809
Fri Aug 09 09:11:41 2024	1723187501	0	813	814	809
Fri Aug 09 09:11:32 2024	1723187492	0	814	814	812
Fri Aug 09 09:11:38 2024	1723187498	0	814	814	494
Fri Aug 09 09:11:38 2024	1723187498	0	814	814	581
Fri Aug 09 09:11:50 2024	1723187510	0	815	815	398
Fri Aug 09 09:11:38 2024	1723187498	0	815	815	674
Fri Aug 09 09:11:47 2024	1723187507	0	816	816	815
Fri Aug 09 09:11:44 2024	1723187504	0	816	817	808
Fri Aug 09 09:11:52 2024	1723187512	0	817	817	612
Fri Aug 09 09:11:52 2024	1723187512	0	818	818	716
Fri Aug 09 09:11:32 2024	1723187492	0	818	818	817
Fri Aug 09 09:11:37 2024	1723187497	0	818	818	782
Fri Aug 09 09:11:41 2024	1723187501	0	818	818	809
Fri Aug 09 09:11:52 2024	1723187512	0	818	819	734
Fri Aug 09 09:11:28 2024	1723187488	0	819	820	767
Fri Aug 09 09:11:52 2024	1723187512	1	818	820	738
Fri Aug 09 09:11:38 2024	1723187498	0	821	821	654
Fri Aug 09 09:11:42 2024	1723187502	0	821	821	820
Fri Aug 09 09:11:50 2024	1723187510	0	821	821	271
Fri Aug 09 09:11:42 2024	1723187502	0	822	822	731
Fri Aug 09 09:11:34 2024	1723187494	0	822	822	816
Fri Aug 09 09:11:41 2024	1723187501	1	822	822	749
Fri Aug 09 09:11:50 2024	1723187510	0	822	822	395
Fri Aug 09 09:11:32 2024	1723187492	0	822	823	737
Fri Aug 09 09:11:38 2024	1723187498	0	823	823	735
Fri Aug 09 09:11:37 2024	1723187497	0	824	824	821
Fri Aug 09 09:11:37 2024	1723187497	0	824	824	702
Fri Aug 09 09:11:50 2024	1723187510	0	825	825	243
Fri Aug 09 09:11:50 2024	1723187510	0	827	827	284
Fri Aug 09 09:11:41 2024	1723187501	0	826	827	758
Fri Aug 09 09:11:49 2024	1723187509	0	827	827	826
Fri Aug 09 09:11:45 2024	1723187505	0	827	827	761
Fri Aug 09 09:11:50 2024	1723187510	0	828	828	693
Fri Aug 09 09:11:52 2024	1723187512	0	828	828	826
Fri Aug 09 09:11:51 2024	1723187511	0	828	828	477
Fri Aug 09 09:11:30 2024	1723187490	0	829	830	755
Fri Aug 09 09:11:37 2024	1723187497	1	830	830	828
Fri Aug 09 09:11:50 2024	1723187510	0	830	830	629
Fri Aug 09 09:11:35 2024	1723187495	0	831	831	829
Fri Aug 09 09:11:48 2024	1723187508	0	831	831	418
Fri Aug 09 09:11:41 2024	1723187501	0	831	832	690
Fri Aug 09 09:11:52 2024	1723187512	0	833	833	785
Fri Aug 09 09:11:45 2024	1723187505	0	834	834	670
Fri Aug 09 09:11:52 2024	1723187512	0	834	834	763
Fri Aug 09 09:11:35 2024	1723187495	0	835	835	800
Fri Aug 09 09:11:38 2024	1723187498	0	836	837	835
Fri Aug 09 09:11:52 2024	1723187512	0	837	837	777
Fri Aug 09 09:11:37 2024	1723187497	0	838	838	615
Fri Aug 09 09:11:49 2024	1723187509	0	838	838	612
Fri Aug 09 09:11:38 2024	1723187498	1	839	839	706
Fri Aug 09 09:11:38 2024	1723187498	0	840	840	718
Fri Aug 09 09:11:38 2024	1723187498	0	840	840	535
Fri Aug 09 09:11:35 2024	1723187495	0	841	841	840
Fri Aug 09 09:11:32 2024	1723187492	0	841	841	839
Fri Aug 09 09:11:38 2024	1723187498	0	842	842	593
Fri Aug 09 09:11:38 2024	1723187498	0	842	843	288
Fri Aug 09 09:11:38 2024	1723187498	10	835	844	532
Fri Aug 09 09:11:46 2024	1723187506	0	844	845	580
Fri Aug 09 09:11:52 2024	1723187512	0	845	846	834
Fri Aug 09 09:11:50 2024	1723187510	0	846	846	665
Fri Aug 09 09:11:28 2024	1723187488	8	839	847	838
Fri Aug 09 09:11:31 2024	1723187491	0	846	847	845
Fri Aug 09 09:11:28 2024	1723187488	0	847	847	816
Fri Aug 09 09:11:37 2024	1723187497	0	847	848	666
Fri Aug 09 09:11:52 2024	1723187512	0	848	848	843
Fri Aug 09 09:11:49 2024	1723187509	0	849	849	748
Fri Aug 09 09:11:37 2024	1723187497	1	850	851	815
Fri Aug 09 09:11:38 2024	1723187498	0	852	853	256
Fri Aug 09 09:11:52 2024	1723187512	0	853	853	732
Fri Aug 09 09:11:49 2024	1723187509	0	853	853	831
Fri Aug 09 09:11:51 2024	1723187511	0	854	854	742
Fri Aug 09 09:11:52 2024	1723187512	0	854	854	787
Fri Aug 09 09:11:49 2024	1723187509	0	855	855	795
Fri Aug 09 09:11:41 2024	1723187501	0	855	855	854
Fri Aug 09 09:11:40 2024	1723187500	0	856	856	854
Fri Aug 09 09:11:32 2024	1723187492	0	858	858	721
Fri Aug 09 09:11:50 2024	1723187510	0	859	859	634
Fri Aug 09 09:11:51 2024	1723187511	0	860	860	536
Fri Aug 09 09:11:35 2024	1723187495	0	860	861	859
Fri Aug 09 09:11:51 2024	1723187511	0	861	862	640
Fri Aug 09 09:11:41 2024	1723187501	0	862	862	683
Fri Aug 09 09:11:48 2024	1723187508	0	862	862	688
Fri Aug 09 09:11:31 2024	1723187491	0	862	862	856
Fri Aug 09 09:11:48 2024	1723187508	0	862	862	743
Fri Aug 09 09:11:35 2024	1723187495	0	863	863	807
Fri Aug 09 09:11:37 2024	1723187497	0	863	863	846
Fri Aug 09 09:11:51 2024	1723187511	1	863	865	799
Fri Aug 09 09:11:38 2024	1723187498	0	865	865	291
Fri Aug 09 09:11:38 2024	1723187498	0	866	866	297
Fri Aug 09 09:11:51 2024	1723187511	0	867	867	769
Fri Aug 09 09:11:38 2024	1723187498	0	869	870	745
Fri Aug 09 09:11:51 2024	1723187511	3	868	871	716
Fri Aug 09 09:11:31 2024	1723187491	0	871	871	447
Fri Aug 09 09:11:38 2024	1723187498	0	872	872	507
Fri Aug 09 09:11:35 2024	1723187495	0	872	872	756
Fri Aug 09 09:11:38 2024	1723187498	0	875	875	766
Fri Aug 09 09:11:38 2024	1723187498	0	876	876	770
Fri Aug 09 09:11:50 2024	1723187510	0	876	876	460
Fri Aug 09 09:11:28 2024	1723187488	7	870	877	869
Fri Aug 09 09:11:31 2024	1723187491	0	877	877	759
Fri Aug 09 09:11:45 2024	1723187505	0	878	878	877
Fri Aug 09 09:11:44 2024	1723187504	1	880	880	878
Fri Aug 09 09:11:37 2024	1723187497	0	881	881	880
Fri Aug 09 09:11:48 2024	1723187508	0	881	882	741
Fri Aug 09 09:11:35 2024	1723187495	0	882	882	880
Fri Aug 09 09:11:51 2024	1723187511	0	882	882	641
Fri Aug 09 09:11:36 2024	1723187496	0	883	883	694
Fri Aug 09 09:11:52 2024	1723187512	0	883	883	846
Fri Aug 09 09:11:52 2024	1723187512	0	884	884	870
Fri Aug 09 09:11:35 2024	1723187495	0	885	885	449
Fri Aug 09 09:11:31 2024	1723187491	0	886	886	882
Fri Aug 09 09:11:48 2024	1723187508	0	886	887	885
Fri Aug 09 09:11:37 2024	1723187497	0	887	887	850
Fri Aug 09 09:11:52 2024	1723187512	0	887	887	830
Fri Aug 09 09:11:45 2024	1723187505	0	892	892	891
Fri Aug 09 09:11:36 2024	1723187496	0	892	893	745
Fri Aug 09 09:11:35 2024	1723187495	0	893	893	843
Fri Aug 09 09:11:46 2024	1723187506	0	894	894	891
Fri Aug 09 09:11:36 2024	1723187496	0	894	894	795
Fri Aug 09 09:11:41 2024	1723187501	0	894	895	709
Fri Aug 09 09:11:52 2024	1723187512	0	896	896	691
Fri Aug 09 09:11:52 2024	1723187512	0	896	896	700
Fri Aug 09 09:11:39 2024	1723187499	0	898	898	458
Fri Aug 09 09:11:40 2024	1723187500	0	898	898	897
Fri Aug 09 09:11:49 2024	1723187509	0	899	899	748
Fri Aug 09 09:11:47 2024	1723187507	0	899	899	713
Fri Aug 09 09:11:38 2024	1723187498	0	899	900	805
Fri Aug 09 09:11:40 2024	1723187500	0	900	900	898
Fri Aug 09 09:11:31 2024	1723187491	0	900	900	774
Fri Aug 09 09:11:51 2024	1723187511	0	901	901	769
Fri Aug 09 09:11:46 2024	1723187506	0	901	901	887
Fri Aug 09 09:11:47 2024	1723187507	0	903	903	900
Fri Aug 09 09:11:37 2024	1723187497	0	903	903	793
Fri Aug 09 09:11:40 2024	1723187500	0	903	903	899
Fri Aug 09 09:11:50 2024	1723187510	0	905	906	524
Fri Aug 09 09:11:35 2024	1723187495	0	905	906	805
Fri Aug 09 09:11:47 2024	1723187507	0	907	907	860
Fri Aug 09 09:11:36 2024	1723187496	0	909	909	902
Fri Aug 09 09:11:43 2024	1723187503	0	911	911	801
Fri Aug 09 09:11:30 2024	1723187490	0	914	914	912
Fri Aug 09 09:11:38 2024	1723187498	0	915	915	752
Fri Aug 09 09:11:46 2024	1723187506	0	916	916	913
Fri Aug 09 09:11:47 2024	1723187507	0	916	916	821
Fri Aug 09 09:11:44 2024	1723187504	0	916	916	875
Fri Aug 09 09:11:49 2024	1723187509	0	916	916	915
Fri Aug 09 09:11:44 2024	1723187504	0	918	918	915
Fri Aug 09 09:11:28 2024	1723187488	5	913	918	832
Fri Aug 09 09:11:29 2024	1723187489	0	919	919	918
Fri Aug 09 09:11:38 2024	1723187498	0	919	919	918
Fri Aug 09 09:11:52 2024	1723187512	0	920	921	867
Fri Aug 09 09:11:40 2024	1723187500	0	921	921	737
Fri Aug 09 09:11:52 2024	1723187512	0	921	921	804
Fri Aug 09 09:11:47 2024	1723187507	0	922	922	862
Fri Aug 09 09:11:50 2024	1723187510	1	922	922	786
Fri Aug 09 09:11:45 2024	1723187505	0	923	923	922
Fri Aug 09 09:11:49 2024	1723187509	0	924	924	691
Fri Aug 09 09:11:43 2024	1723187503	0	924	924	923
Fri Aug 09 09:11:49 2024	1723187509	0	924	924	643
Fri Aug 09 09:11:44 2024	1723187504	0	925	925	850
Fri Aug 09 09:11:50 2024	1723187510	0	926	927	633
Fri Aug 09 09:11:30 2024	1723187490	0	927	927	788
Fri Aug 09 09:11:35 2024	1723187495	0	927	927	786
Fri Aug 09 09:11:45 2024	1723187505	0	929	929	707
Fri Aug 09 09:11:41 2024	1723187501	0	929	929	765
Fri Aug 09 09:11:42 2024	1723187502	0	929	929	924
Fri Aug 09 09:11:38 2024	1723187498	0	929	930	717
Fri Aug 09 09:11:52 2024	1723187512	0	930	930	897
Fri Aug 09 09:11:44 2024	1723187504	0	931	931	889
Fri Aug 09 09:11:36 2024	1723187496	0	931	931	861
Fri Aug 09 09:11:52 2024	1723187512	0	931	931	878
Fri Aug 09 09:11:51 2024	1723187511	0	931	931	930
Fri Aug 09 09:11:47 2024	1723187507	0	931	931	930
Fri Aug 09 09:11:29 2024	1723187489	0	933	933	817
Fri Aug 09 09:11:52 2024	1723187512	0	933	933	932
Fri Aug 09 09:11:51 2024	1723187511	0	933	934	931
Fri Aug 09 09:11:46 2024	1723187506	0	934	934	932
Fri Aug 09 09:11:52 2024	1723187512	0	934	935	773
Fri Aug 09 09:11:50 2024	1723187510	0	935	935	765
Fri Aug 09 09:11:28 2024	1723187488	4	931	935	864
Fri Aug 09 09:11:50 2024	1723187510	0	937	937	744
Fri Aug 09 09:11:51 2024	1723187511	0	936	937	780
Fri Aug 09 09:11:50 2024	1723187510	0	938	938	844
Fri Aug 09 09:11:35 2024	1723187495	0	939	939	504
Fri Aug 09 09:11:46 2024	1723187506	0	938	939	810
Fri Aug 09 09:11:39 2024	1723187499	1	940	940	632
Fri Aug 09 09:11:35 2024	1723187495	0	940	941	842
Fri Aug 09 09:11:31 2024	1723187491	0	941	941	847
Fri Aug 09 09:11:51 2024	1723187511	0	941	941	917
Fri Aug 09 09:11:30 2024	1723187490	0	943	943	941
Fri Aug 09 09:11:51 2024	1723187511	1	943	944	782
Fri Aug 09 09:11:52 2024	1723187512	0	944	945	890
Fri Aug 09 09:11:31 2024	1723187491	0	945	945	751
Fri Aug 09 09:11:51 2024	1723187511	0	946	946	945
Fri Aug 09 09:11:29 2024	1723187489	0	947	947	847
Fri Aug 09 09:11:52 2024	1723187512	0	947	947	946
Fri Aug 09 09:11:38 2024	1723187498	0	948	948	448
Fri Aug 09 09:11:41 2024	1723187501	0	949	949	784
Fri Aug 09 09:11:28 2024	1723187488	0	949	949	877
Fri Aug 09 09:11:40 2024	1723187500	0	950	950	820
Fri Aug 09 09:11:50 2024	1723187510	0	951	951	685
Fri Aug 09 09:11:49 2024	1723187509	0	951	952	811
Fri Aug 09 09:11:28 2024	1723187488	4	948	952	870
Fri Aug 09 09:11:34 2024	1723187494	0	952	952	931
Fri Aug 09 09:11:44 2024	1723187504	0	952	952	853
Fri Aug 09 09:11:51 2024	1723187511	1	952	952	671
Fri Aug 09 09:11:51 2024	1723187511	0	952	952	698
Fri Aug 09 09:11:50 2024	1723187510	0	955	955	667
Fri Aug 09 09:11:35 2024	1723187495	0	956	956	955
Fri Aug 09 09:11:51 2024	1723187511	0	956	956	787
Fri Aug 09 09:11:50 2024	1723187510	0	957	957	699
Fri Aug 09 09:11:46 2024	1723187506	0	957	958	956
Fri Aug 09 09:11:51 2024	1723187511	0	957	958	705
Fri Aug 09 09:11:51 2024	1723187511	1	957	958	796
Fri Aug 09 09:11:46 2024	1723187506	0	958	958	956
Fri Aug 09 09:11:51 2024	1723187511	0	959	959	822
Fri Aug 09 09:11:28 2024	1723187488	8	951	959	931
Fri Aug 09 09:11:52 2024	1723187512	0	960	960	958
Fri Aug 09 09:11:51 2024	1723187511	1	960	961	648
Fri Aug 09 09:11:31 2024	1723187491	0	961	961	734
Fri Aug 09 09:11:51 2024	1723187511	1	961	962	758
Fri Aug 09 09:11:49 2024	1723187509	0	962	962	961
Fri Aug 09 09:11:30 2024	1723187490	1	962	963	877
Fri Aug 09 09:11:51 2024	1723187511	0	963	963	933
Fri Aug 09 09:11:51 2024	1723187511	0	963	964	674
Fri Aug 09 09:11:52 2024	1723187512	0	964	964	963
Fri Aug 09 09:11:51 2024	1723187511	1	964	964	963
Fri Aug 09 09:11:51 2024	1723187511	1	964	965	563
Fri Aug 09 09:11:51 2024	1723187511	1	965	965	819
Fri Aug 09 09:11:51 2024	1723187511	0	966	966	749
Fri Aug 09 09:11:51 2024	1723187511	0	966	966	768
Fri Aug 09 09:11:36 2024	1723187496	0	966	966	787
Fri Aug 09 09:11:36 2024	1723187496	0	967	968	966
Fri Aug 09 09:11:29 2024	1723187489	0	968	968	855
Fri Aug 09 09:11:46 2024	1723187506	0	970	970	968
Fri Aug 09 09:11:45 2024	1723187505	0	971	971	795
Fri Aug 09 09:11:49 2024	1723187509	0	971	972	970
Fri Aug 09 09:11:50 2024	1723187510	0	972	972	616
Fri Aug 09 09:11:52 2024	1723187512	0	971	972	851
Fri Aug 09 09:11:47 2024	1723187507	0	974	974	973
Fri Aug 09 09:11:50 2024	1723187510	0	975	975	664
Fri Aug 09 09:11:42 2024	1723187502	0	976	976	512
Fri Aug 09 09:11:45 2024	1723187505	0	976	976	525
Fri Aug 09 09:11:40 2024	1723187500	0	978	978	971
Fri Aug 09 09:11:51 2024	1723187511	0	978	978	567
Fri Aug 09 09:11:40 2024	1723187500	0	978	978	739
Fri Aug 09 09:11:39 2024	1723187499	1	979	980	805
Fri Aug 09 09:11:52 2024	1723187512	0	980	980	881
Fri Aug 09 09:11:51 2024	1723187511	0	981	981	594
Fri Aug 09 09:11:52 2024	1723187512	0	981	981	853
Fri Aug 09 09:11:51 2024	1723187511	1	981	982	803
Fri Aug 09 09:11:41 2024	1723187501	0	982	982	981
Fri Aug 09 09:11:52 2024	1723187512	0	982	983	981
Fri Aug 09 09:11:40 2024	1723187500	0	985	985	851
Fri Aug 09 09:11:41 2024	1723187501	0	986	986	753
Fri Aug 09 09:11:37 2024	1723187497	0	986	986	935
Fri Aug 09 09:11:52 2024	1723187512	0	986	987	857
Fri Aug 09 09:11:52 2024	1723187512	0	987	987	833
Fri Aug 09 09:11:52 2024	1723187512	1	987	988	850
Fri Aug 09 09:11:50 2024	1723187510	0	988	988	902
Fri Aug 09 09:11:49 2024	1723187509	0	989	989	986
Fri Aug 09 09:11:45 2024	1723187505	0	989	989	732
Fri Aug 09 09:11:44 2024	1723187504	0	989	989	861
Fri Aug 09 09:11:46 2024	1723187506	0	989	989	939
Fri Aug 09 09:11:50 2024	1723187510	1	989	990	579
Fri Aug 09 09:11:52 2024	1723187512	0	990	990	932
Fri Aug 09 09:11:52 2024	1723187512	0	990	991	948
Fri Aug 09 09:11:35 2024	1723187495	0	991	991	982
Fri Aug 09 09:11:29 2024	1723187489	0	991	992	990
Fri Aug 09 09:11:40 2024	1723187500	0	992	992	880
Fri Aug 09 09:11:46 2024	1723187506	0	993	994	984
Fri Aug 09 09:11:35 2024	1723187495	0	996	996	995
Fri Aug 09 09:11:51 2024	1723187511	0	996	996	994
Fri Aug 09 09:11:52 2024	1723187512	0	997	997	983
Fri Aug 09 09:11:51 2024	1723187511	0	997	997	856
Fri Aug 09 09:11:50 2024	1723187510	0	997	997	597
Fri Aug 09 09:11:51 2024	1723187511	0	997	997	652
Fri Aug 09 09:11:50 2024	1723187510	0	998	998	467
Fri Aug 09 09:11:51 2024	1723187511	0	999	999	818
Fri Aug 09 09:11:42 2024	1723187502	0	999	999	996
Fri Aug 09 09:11:50 2024	1723187510	0	999	1000	578
Fri Aug 09 09:11:46 2024	1723187506	0	1000	1000	973
Fri Aug 09 09:11:39 2024	1723187499	0	1000	1000	999
Fri Aug 09 09:11:50 2024	1723187510	0	1000	1000	599
Fri Aug 09 09:11:50 2024	1723187510	0	1001	1001	612
Fri Aug 09 09:11:39 2024	1723187499	1	1004	1005	819
Fri Aug 09 09:11:40 2024	1723187500	0	1004	1005	860
Fri Aug 09 09:11:34 2024	1723187494	0	1005	1005	1001
Fri Aug 09 09:11:42 2024	1723187502	0	1006	1006	1005
Fri Aug 09 09:11:50 2024	1723187510	0	1006	1006	435
Fri Aug 09 09:11:50 2024	1723187510	0	1006	1006	817
Fri Aug 09 09:11:30 2024	1723187490	0	1006	1007	1002
Fri Aug 09 09:11:41 2024	1723187501	0	1007	1007	611
Fri Aug 09 09:11:42 2024	1723187502	9	998	1007	888
Fri Aug 09 09:11:36 2024	1723187496	0	1007	1007	802
Fri Aug 09 09:11:48 2024	1723187508	0	1008	1009	968
Fri Aug 09 09:11:40 2024	1723187500	0	1010	1010	1009
Fri Aug 09 09:11:40 2024	1723187500	0	1010	1011	897
Fri Aug 09 09:11:35 2024	1723187495	0	1011	1011	975
Fri Aug 09 09:11:32 2024	1723187492	0	1011	1011	624
Fri Aug 09 09:11:36 2024	1723187496	0	1011	1012	1009
Fri Aug 09 09:11:31 2024	1723187491	0	1012	1012	874
Fri Aug 09 09:11:38 2024	1723187498	0	1012	1012	436
Fri Aug 09 09:11:45 2024	1723187505	0	1014	1014	952
Fri Aug 09 09:11:30 2024	1723187490	0	1014	1015	924
Fri Aug 09 09:11:37 2024	1723187497	0	1015	1015	975
Fri Aug 09 09:11:44 2024	1723187504	0	1015	1015	1013
Fri Aug 09 09:11:28 2024	1723187488	3	1012	1016	1011
Fri Aug 09 09:11:31 2024	1723187491	0	1017	1017	773
Fri Aug 09 09:11:44 2024	1723187504	0	1017	1017	799
Fri Aug 09 09:11:37 2024	1723187497	0	1018	1019	963
Fri Aug 09 09:11:28 2024	1723187488	7	1014	1021	793
Fri Aug 09 09:11:29 2024	1723187489	0	1023	1023	1020
Fri Aug 09 09:11:41 2024	1723187501	1	1022	1023	840
Fri Aug 09 09:11:47 2024	1723187507	0	1023	1024	1022
Fri Aug 09 09:11:39 2024	1723187499	1	1024	1025	822
Fri Aug 09 09:11:46 2024	1723187506	0	1026	1026	946
Fri Aug 09 09:11:40 2024	1723187500	0	1026	1027	879
Fri Aug 09 09:11:43 2024	1723187503	0	1028	1028	1027
Fri Aug 09 09:11:46 2024	1723187506	0	1028	1028	895
Fri Aug 09 09:11:46 2024	1723187506	0	1031	1031	1030
Fri Aug 09 09:11:40 2024	1723187500	0	1036	1036	1034
Fri Aug 09 09:11:28 2024	1723187488	4	1033	1036	984
Fri Aug 09 09:11:31 2024	1723187491	0	1038	1038	919
Fri Aug 09 09:11:45 2024	1723187505	0	1038	1039	644
Fri Aug 09 09:11:45 2024	1723187505	0	1038	1039	888
Fri Aug 09 09:11:41 2024	1723187501	0	1038	1039	820
Fri Aug 09 09:11:47 2024	1723187507	0	1039	1039	1036
Fri Aug 09 09:11:51 2024	1723187511	0	1039	1040	1038
Fri Aug 09 09:11:50 2024	1723187510	1	1040	1040	852
Fri Aug 09 09:11:41 2024	1723187501	0	1042	1043	1041
Fri Aug 09 09:11:46 2024	1723187506	0	1043	1043	1042
Fri Aug 09 09:11:30 2024	1723187490	0	1044	1044	1041
Fri Aug 09 09:11:46 2024	1723187506	0	1044	1044	1043
Fri Aug 09 09:11:32 2024	1723187492	0	1044	1044	866
Fri Aug 09 09:11:37 2024	1723187497	0	1045	1045	942
Fri Aug 09 09:11:40 2024	1723187500	0	1045	1046	828
Fri Aug 09 09:11:38 2024	1723187498	0	1046	1046	815
Fri Aug 09 09:11:46 2024	1723187506	0	1046	1046	1026
Fri Aug 09 09:11:46 2024	1723187506	0	1047	1047	653
Fri Aug 09 09:11:41 2024	1723187501	0	1047	1047	961
Fri Aug 09 09:11:29 2024	1723187489	0	1047	1047	975
Fri Aug 09 09:11:51 2024	1723187511	0	1048	1048	901
Fri Aug 09 09:11:46 2024	1723187506	1	1048	1048	1023
Fri Aug 09 09:11:37 2024	1723187497	0	1048	1048	1042
Fri Aug 09 09:11:50 2024	1723187510	0	1048	1048	642
Fri Aug 09 09:11:35 2024	1723187495	0	1049	1049	1047
Fri Aug 09 09:11:52 2024	1723187512	0	1049	1049	1028
Fri Aug 09 09:11:35 2024	1723187495	0	1049	1049	1024
Fri Aug 09 09:11:43 2024	1723187503	0	1050	1050	1048
Fri Aug 09 09:11:49 2024	1723187509	0	1051	1051	886
Fri Aug 09 09:11:35 2024	1723187495	0	1052	1052	833
Fri Aug 09 09:11:37 2024	1723187497	0	1052	1052	968
Fri Aug 09 09:11:41 2024	1723187501	0	1053	1054	845
Fri Aug 09 09:11:40 2024	1723187500	0	1054	1054	677
Fri Aug 09 09:11:43 2024	1723187503	0	1054	1054	983
Fri Aug 09 09:11:34 2024	1723187494	0	1057	1057	1052
Fri Aug 09 09:11:40 2024	1723187500	0	1057	1058	715
Fri Aug 09 09:11:51 2024	1723187511	0	1058	1058	1057
Fri Aug 09 09:11:45 2024	1723187505	1	1057	1058	1052
Fri Aug 09 09:11:28 2024	1723187488	7	1053	1060	1052
Fri Aug 09 09:11:40 2024	1723187500	0	1060	1061	916
Fri Aug 09 09:11:30 2024	1723187490	0	1061	1061	997
Fri Aug 09 09:11:40 2024	1723187500	0	1061	1061	770
Fri Aug 09 09:11:35 2024	1723187495	0	1062	1062	1023
Fri Aug 09 09:11:46 2024	1723187506	0	1065	1065	744
Fri Aug 09 09:11:49 2024	1723187509	1	1064	1065	890
Fri Aug 09 09:11:28 2024	1723187488	0	1065	1065	1063
Fri Aug 09 09:11:52 2024	1723187512	0	1065	1065	1061
Fri Aug 09 09:11:40 2024	1723187500	0	1065	1066	1062
Fri Aug 09 09:11:44 2024	1723187504	0	1065	1066	1065
Fri Aug 09 09:11:40 2024	1723187500	0	1066	1066	862
Fri Aug 09 09:11:42 2024	1723187502	0	1066	1066	784
Fri Aug 09 09:11:31 2024	1723187491	0	1066	1067	929
Fri Aug 09 09:11:41 2024	1723187501	1	1066	1067	987
Fri Aug 09 09:11:36 2024	1723187496	0	1067	1068	1066
Fri Aug 09 09:11:35 2024	1723187495	0	1067	1068	363
Fri Aug 09 09:11:41 2024	1723187501	0	1068	1068	863
Fri Aug 09 09:11:51 2024	1723187511	0	1069	1069	990
Fri Aug 09 09:11:32 2024	1723187492	0	1069	1070	1068
Fri Aug 09 09:11:31 2024	1723187491	0	1070	1070	1047
Fri Aug 09 09:11:50 2024	1723187510	0	1070	1070	985
Fri Aug 09 09:11:35 2024	1723187495	0	1071	1071	946
Fri Aug 09 09:11:41 2024	1723187501	0	1072	1072	1056
Fri Aug 09 09:11:45 2024	1723187505	0	1073	1073	953
Fri Aug 09 09:11:44 2024	1723187504	0	1073	1073	936
Fri Aug 09 09:11:38 2024	1723187498	0	1073	1073	898
Fri Aug 09 09:11:30 2024	1723187490	0	1073	1074	979
Fri Aug 09 09:11:52 2024	1723187512	0	1074	1074	1073
Fri Aug 09 09:11:30 2024	1723187490	0	1074	1074	955
Fri Aug 09 09:11:42 2024	1723187502	0	1075	1075	915
Fri Aug 09 09:11:51 2024	1723187511	0	1075	1075	993
Fri Aug 09 09:11:46 2024	1723187506	0	1076	1076	1061
Fri Aug 09 09:11:36 2024	1723187496	0	1076	1076	913
Fri Aug 09 09:11:40 2024	1723187500	0	1076	1076	754
Fri Aug 09 09:11:36 2024	1723187496	0	1076	1077	1075
Fri Aug 09 09:11:39 2024	1723187499	1	1077	1078	755
Fri Aug 09 09:11:38 2024	1723187498	0	1079	1079	481
Fri Aug 09 09:11:51 2024	1723187511	1	1079	1080	1029
Fri Aug 09 09:11:52 2024	1723187512	0	1080	1080	1028
Fri Aug 09 09:11:35 2024	1723187495	0	1082	1082	1007
Fri Aug 09 09:11:38 2024	1723187498	0	1082	1082	509
Fri Aug 09 09:11:34 2024	1723187494	0	1083	1084	1042
Fri Aug 09 09:11:31 2024	1723187491	0	1083	1084	967
Fri Aug 09 09:11:51 2024	1723187511	0	1084	1085	933
Fri Aug 09 09:11:37 2024	1723187497	0	1084	1085	805
Fri Aug 09 09:11:32 2024	1723187492	0	1085	1085	953
Fri Aug 09 09:11:30 2024	1723187490	1	1084	1085	986
Fri Aug 09 09:11:40 2024	1723187500	0	1086	1086	907
Fri Aug 09 09:11:40 2024	1723187500	0	1088	1089	760
Fri Aug 09 09:11:46 2024	1723187506	0	1089	1089	1072
Fri Aug 09 09:11:34 2024	1723187494	0	1089	1089	645
Fri Aug 09 09:11:29 2024	1723187489	0	1090	1090	935
Fri Aug 09 09:11:29 2024	1723187489	0	1091	1092	896
Fri Aug 09 09:11:41 2024	1723187501	0	1093	1093	954
Fri Aug 09 09:11:40 2024	1723187500	0	1094	1094	975
Fri Aug 09 09:11:51 2024	1723187511	0	1095	1095	1093
Fri Aug 09 09:11:40 2024	1723187500	0	1096	1096	944
Fri Aug 09 09:11:52 2024	1723187512	0	1096	1096	1033
Fri Aug 09 09:11:33 2024	1723187493	0	1097	1097	609
Fri Aug 09 09:11:31 2024	1723187491	0	1097	1097	968
Fri Aug 09 09:11:52 2024	1723187512	0	1098	1098	1097
Fri Aug 09 09:11:40 2024	1723187500	0	1099	1099	944
Fri Aug 09 09:11:35 2024	1723187495	0	1099	1099	956
Fri Aug 09 09:11:35 2024	1723187495	0	1099	1100	1054
Fri Aug 09 09:11:52 2024	1723187512	0	1100	1100	1039
Fri Aug 09 09:11:38 2024	1723187498	0	1101	1101	501
Fri Aug 09 09:11:28 2024	1723187488	5	1096	1101	1095
Fri Aug 09 09:11:40 2024	1723187500	0	1101	1101	1005
Fri Aug 09 09:11:32 2024	1723187492	0	1101	1101	866
Fri Aug 09 09:11:51 2024	1723187511	0	1102	1102	981
Fri Aug 09 09:11:44 2024	1723187504	0	1103	1103	1026
Fri Aug 09 09:11:52 2024	1723187512	0	1103	1103	1048
